video_id,comment_text,like_count,published_at,author,fetched_at
mgckLRwWRHE,😅😅😅,0,2026-04-13T11:36:04Z,@RahulKumarPaswan-h7g,2026-04-13T13:58:15.761833
mgckLRwWRHE,❤❤❤❤❤❤sundarkumar,0,2026-04-13T11:17:30Z,@BounsiBanka-p1b,2026-04-13T13:58:15.761836
mgckLRwWRHE,ओनली ओं टॉप ट्रेंडिंग जेल❤🎉❤🎉❤🎉 स्टार रोशन रोही भैया,0,2026-04-13T11:15:19Z,@GoodVkr830-p7c,2026-04-13T13:58:15.761840
mgckLRwWRHE,Top 5 ma lana hi,0,2026-04-13T11:13:18Z,@Ankit_xyz_bihar,2026-04-13T13:58:15.761843
mgckLRwWRHE,वैरी गुड भाई song❤❤👌👌👌💪💪💪💪💪💪,0,2026-04-13T11:05:04Z,@Chandan_king_8k,2026-04-13T13:58:15.761846
mgckLRwWRHE,हम पासवान जी है,0,2026-04-13T10:56:45Z,@SanojKumar-ek1no,2026-04-13T13:58:15.761849
mgckLRwWRHE,Me hu rosh bhai ka phen hu❤❤❤❤,0,2026-04-13T10:54:46Z,@GKBIHARSTUDIO-MR,2026-04-13T13:58:15.761852
mgckLRwWRHE,Jio bhai,0,2026-04-13T10:46:54Z,@KaranVeer-y6k,2026-04-13T13:58:15.761856
mgckLRwWRHE,Pro he bro,0,2026-04-13T10:17:14Z,@RaviRaushankumar-g5f,2026-04-13T13:58:15.761859
mgckLRwWRHE,Nice❤❤❤,0,2026-04-13T10:00:24Z,@PrinceKumar-m6z7d,2026-04-13T13:58:15.761862
mgckLRwWRHE,😂😂😂😂😂😂😂😂😂xxxc❤❤❤❤❤❤❤❤❤❤❤❤xxxc❤❤❤❤❤❤❤❤❤❤xxxc,0,2026-04-13T09:55:33Z,@ArmaanKhan-il2dv,2026-04-13T13:58:15.761864
mgckLRwWRHE,😂❤❤💥💥💥💪❤️‍🔥💯💘 jio shera,0,2026-04-13T09:41:03Z,@AvinashAnurag-y2w,2026-04-13T13:58:15.761867
mgckLRwWRHE,Super song🥰,0,2026-04-13T09:35:59Z,@Deepakraxm,2026-04-13T13:58:15.761870
mgckLRwWRHE,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2026-04-13T09:32:51Z,@DeepakKumar-bm8ws,2026-04-13T13:58:15.761873
mgckLRwWRHE,❤😊,0,2026-04-13T09:24:40Z,@SagarKumar-j8q2k,2026-04-13T13:58:15.761876
mgckLRwWRHE,❤❤❤❤❤❤❤,0,2026-04-13T09:16:12Z,@RakeshKumar-k6i9o,2026-04-13T13:58:15.761879
mgckLRwWRHE,Bhavnagar tu Hamar beta,0,2026-04-13T08:54:42Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761881
mgckLRwWRHE,Jin aaro Yadav Marne chalo maar do,0,2026-04-13T08:54:30Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761884
mgckLRwWRHE,Tarana Yadav jaati mere dost,0,2026-04-13T08:54:01Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761887
mgckLRwWRHE,Sadi aana Yadav chauk Parihar mein Aakar Dekho Na Dam hota,0,2026-04-13T08:53:42Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761890
mgckLRwWRHE,😢,0,2026-04-13T08:52:36Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761893
mgckLRwWRHE,Ranasar Yadav jaati mein bijali bus stand,0,2026-04-13T08:52:03Z,@sulekhadevi-p6r,2026-04-13T13:58:15.761897
mgckLRwWRHE,❤️💥🔥,0,2026-04-13T08:49:23Z,@SunnyGupta-ce1rx,2026-04-13T13:58:15.762431
mgckLRwWRHE,Blast hai bhaiya ❤,0,2026-04-13T08:49:14Z,@RahulMirdha-q8q,2026-04-13T13:58:15.762440
mgckLRwWRHE,Yeh sab bhi jarori hai bhaiya abhi assahi layie ❤🎉,0,2026-04-13T08:42:58Z,@sunnydangivlog,2026-04-13T13:58:15.762444
mgckLRwWRHE,❤,1,2026-04-13T08:39:51Z,@Worldcricketerofficial,2026-04-13T13:58:15.762448
mgckLRwWRHE,❤,0,2026-04-13T08:32:42Z,@GOODFFOFFICEAL,2026-04-13T13:58:15.762451
mgckLRwWRHE,❤❤❤❤,0,2026-04-13T08:28:49Z,@SarojKumar-tk2cc,2026-04-13T13:58:15.762454
mgckLRwWRHE,Ye gana vhi trending me aa gya❤❤,1,2026-04-13T08:25:20Z,@LuckyvlogsBnp,2026-04-13T13:58:15.762457
mgckLRwWRHE,Super song hai bhai ❤❤,0,2026-04-13T08:20:36Z,@AazamAnsari-d1t,2026-04-13T13:58:15.762460
mgckLRwWRHE,❤❤❤❤,0,2026-04-13T08:19:58Z,@RamshranKumar-u7s,2026-04-13T13:58:15.762463
mgckLRwWRHE,Super bhai Roushan bhai,0,2026-04-13T08:14:40Z,@SikusikuKumar-v1x,2026-04-13T13:58:15.762466
wiaXu1jJx_o,Thumbnail Entra Babu..ala pettaru..,0,2026-04-13T13:04:48Z,@allaripidugulu5406,2026-04-13T13:58:16.462657
wiaXu1jJx_o,ప్రతివాడు హీరో లాగా ఆ బిల్డర్,0,2026-04-13T12:23:09Z,@KiranKumar-pz1xr,2026-04-13T13:58:16.462689
wiaXu1jJx_o,Pakka hit movie 😂😂comedy baga untadhi 😂😂,0,2026-04-13T11:10:55Z,@ramtarak3037,2026-04-13T13:58:16.462692
wiaXu1jJx_o,Super gaa undhii 😅😅😅,0,2026-04-13T10:48:57Z,@smartsiva4657,2026-04-13T13:58:16.462695
wiaXu1jJx_o,Erri puka aa thumb nail entra,0,2026-04-13T09:54:53Z,@subhashmangina2010,2026-04-13T13:58:16.462697
wiaXu1jJx_o,All the best,1,2026-04-13T08:39:06Z,@varalasatyanarayana5605,2026-04-13T13:58:16.462699
wiaXu1jJx_o,Trailer bagundhi,2,2026-04-13T08:38:07Z,@varalasatyanarayana5605,2026-04-13T13:58:16.462702
wiaXu1jJx_o,Movie baguntaadi,0,2026-04-13T06:34:00Z,@drreddy4305,2026-04-13T13:58:16.462704
wiaXu1jJx_o,Super super 👍👍👍👍,0,2026-04-13T04:11:31Z,@RadiBhagavan,2026-04-13T13:58:16.462707
wiaXu1jJx_o,"డైరెక్టర్ గారు మీరు రాసిన ఈ డైలాగ్ 
చిన్న సవరణతో, నాకు అనిపించిన వాక్యం 
మాట్లాడి మనుషులను తీసుకురావచ్చు కానీ తన మనసులో భయాన్ని పోగొట్ట లేము",1,2026-04-13T03:51:04Z,@sundarapallisrinivasu786,2026-04-13T13:58:16.462709
wiaXu1jJx_o,supar hit move,0,2026-04-13T03:35:12Z,@gummdimahesh996,2026-04-13T13:58:16.462712
wiaXu1jJx_o,Lavada lo thumbnail 😂😂😂😂,0,2026-04-13T03:33:50Z,@harshasandy5866,2026-04-13T13:58:16.462714
wiaXu1jJx_o,Trailer chala bavundi,1,2026-04-13T02:17:37Z,@999gouthamraj,2026-04-13T13:58:16.462716
wiaXu1jJx_o,Trailer Bagundi ❤,0,2026-04-13T02:08:20Z,@BaluVoice07,2026-04-13T13:58:16.462718
wiaXu1jJx_o,👍👍👍👍👍👍👍 అల్ ది బెస్ట్,1,2026-04-13T01:37:09Z,@gollaravi2503,2026-04-13T13:58:16.462720
wiaXu1jJx_o,Thiruveer acting బాగుంది,5,2026-04-13T00:59:43Z,@kallururamakrishnareddy,2026-04-13T13:58:16.462722
wiaXu1jJx_o,Blockbuster,1,2026-04-12T19:31:26Z,@Lss376,2026-04-13T13:58:16.462724
wiaXu1jJx_o,నా దగ్గర best comedy and సెంటిమెంట్ స్టోరీ ఉంది. ఎవరైనా మంచి movie తీద్దామనుకుంటే contact చేయండి. Money వొద్దు but serious person msg చేయండి. Hit అయి డబ్బులు వొచ్చాక మీకు నచ్చిననంత money ఇవ్వండి. All the best,1,2026-04-12T19:30:44Z,@ShivaKumar-q1z7u,2026-04-13T13:58:16.462727
wiaXu1jJx_o,Super..,1,2026-04-12T18:10:35Z,@Arjunjaanu.,2026-04-13T13:58:16.462729
wiaXu1jJx_o,చాలా బాగుంది ట్రైలర్ కచ్చితంగా ఈ సినిమా hit అవుతుంది.... Last డైలాగ్ బాగుంది...All the best...,26,2026-04-12T17:28:06Z,@catch2prem,2026-04-13T13:58:16.462732
wiaXu1jJx_o,Super hero,0,2026-04-12T17:18:18Z,@kakisrinivas9149,2026-04-13T13:58:16.462735
wiaXu1jJx_o,Trailer bagundhi kadha ra ayya. Aa thumbnail marchandi bayya.,0,2026-04-12T17:10:10Z,@powerstar5297,2026-04-13T13:58:16.462738
wiaXu1jJx_o,జేడీ  గారు   మళ్ళీ మీకు  మంచి రోజులు వచ్చాయి,0,2026-04-12T16:49:01Z,@RAMAKRISHNAAMP,2026-04-13T13:58:16.462741
wiaXu1jJx_o,https://youtu.be/_RIhjrQvmoc?si=d6MWkQoLH7vqPVFJ,0,2026-04-12T16:45:08Z,@Mr.kishorekumar,2026-04-13T13:58:16.462742
wiaXu1jJx_o,టైలర్ చాలా బాగుంది.. నువ్వు ఇంకా బాగుంటుంది అనుకుంటున్నాను నమస్తే తప్పకుండా చూడాలి..,2,2026-04-12T16:23:49Z,@Ddhanu888,2026-04-13T13:58:16.462745
wiaXu1jJx_o,ఎందుకురా అంతా దిగజారి thumbnail pettindru,0,2026-04-12T15:48:07Z,@pujithamandla2681,2026-04-13T13:58:16.462747
wiaXu1jJx_o,Ee movie tho hero ga manchi gurthinpu Ravali sir,0,2026-04-12T15:22:46Z,@chaituchyee5574,2026-04-13T13:58:16.462749
wiaXu1jJx_o,trend cinema,0,2026-04-12T15:16:40Z,@SingireddyArchna,2026-04-13T13:58:16.462752
wiaXu1jJx_o,Thumbnail ki Lopala am ki am anna unnada,0,2026-04-12T14:41:08Z,@nageshkonga5756,2026-04-13T13:58:16.462754
wiaXu1jJx_o,Gurka problem emo 😂😂😂😂😂😂,1,2026-04-12T14:10:26Z,@dn9416,2026-04-13T13:58:16.462757
wiaXu1jJx_o,Chala day's tharuvtha best movie vasthundi anipisthundi bayya all the best,1,2026-04-12T14:07:41Z,@AK-z2c,2026-04-13T13:58:16.462759
wiaXu1jJx_o,Ilanti fake thumbnail pedithe report kotti mingandi.. youtube choosukuntadu,37,2026-04-12T13:40:30Z,@KrishnaRao-f6b,2026-04-13T13:58:16.462760
wiaXu1jJx_o,Lost dialogue super 👌,0,2026-04-12T13:29:34Z,@praveenpeter3280,2026-04-13T13:58:16.462762
wiaXu1jJx_o,Bokka la undi,0,2026-04-12T13:18:34Z,@veeranjaneyulukhandavilli8450,2026-04-13T13:58:16.462764
wiaXu1jJx_o,Exllent Trailer ❤❤❤❤❤❤❤,1,2026-04-12T12:41:39Z,@srikanthk7985,2026-04-13T13:58:16.462766
wiaXu1jJx_o,Interesting,0,2026-04-12T12:27:39Z,@ganeshdanalakota9908,2026-04-13T13:58:16.462768
wiaXu1jJx_o,Ajay gosh garu Best performance andee.,2,2026-04-12T11:21:02Z,@ajtalksntoughts,2026-04-13T13:58:16.462771
wiaXu1jJx_o,Thumb nail 👎,74,2026-04-12T11:16:05Z,@pamidipatisrikanth79,2026-04-13T13:58:16.462773
wiaXu1jJx_o,❤❤❤,0,2026-04-12T11:06:05Z,@Hftdosponshsjsjsjsj,2026-04-13T13:58:16.462776
wiaXu1jJx_o,సూపర్,2,2026-04-12T10:55:05Z,@LingampelliAnjaneyulu,2026-04-13T13:58:16.462779
wiaXu1jJx_o,Yerripukhu tollywood movies and yerripukhu tollywood actors and yerripukhu viewers,0,2026-04-12T10:34:25Z,@eminem1358,2026-04-13T13:58:16.462781
wiaXu1jJx_o,Bagundhi trailer movie chudalanipistundi .....all the best for team,2,2026-04-12T09:38:36Z,@SivaKumar-tw2ko,2026-04-13T13:58:16.462784
wiaXu1jJx_o,😂😂😂😂😢😢😢🎉🎉🎉❤❤❤❤❤❤,1,2026-04-12T09:30:05Z,@Gorrela.rambabu-kq8jb,2026-04-13T13:58:16.462788
wiaXu1jJx_o,Langa secnes 99 and 1 percent emotion చూపిస్తే enti,3,2026-04-12T09:24:56Z,@applechinna2904,2026-04-13T13:58:16.462791
wiaXu1jJx_o,Lavada movie lu chusey badalu pron sites chustey saripodi ga enduku langa movies tesi money pogottukuntaru,0,2026-04-12T09:23:21Z,@applechinna2904,2026-04-13T13:58:16.462793
wiaXu1jJx_o,Trailer bagundhi cinema kuda bagundaali ani korukuntunna,3,2026-04-12T08:58:55Z,@avinashkonala5277,2026-04-13T13:58:16.462795
wiaXu1jJx_o,AA THUMBNAIL ENTI RAA,35,2026-04-12T08:12:18Z,@napoleanbonaparte9225,2026-04-13T13:58:16.462797
wiaXu1jJx_o,Bagundammaaaa trailer 👌👌👍All best for your success,5,2026-04-12T08:06:42Z,@nivassri694,2026-04-13T13:58:16.462799
wiaXu1jJx_o,Allthe best for thiruveer and the movie team🎉🎉,11,2026-04-12T07:41:11Z,@addaguduru.srinivassrisri8923,2026-04-13T13:58:16.462801
wiaXu1jJx_o,good,0,2026-04-12T07:23:08Z,@BharadwajSaigovind,2026-04-13T13:58:16.462803
QF5YpZI1wnk,"hope you enjoyed me and the boys doing this challenge. let me know if you want to see more stuff like this!

And make sure you subscribe so you don't miss your chance to win a gaming computer, we give one to a random subscriber every week! :)

Terms and Conditions: https://bit.ly/MRBGamingxStarforge",10686,2026-04-11T16:00:21Z,@MrBeastGaming,2026-04-13T13:58:16.656412
QF5YpZI1wnk,Yo mrbeast could u give me a free gaming PC please ✌️🤠,1,2026-04-13T13:57:49Z,@Dolphinner,2026-04-13T13:58:16.656431
QF5YpZI1wnk,I love Minecraft more than you,0,2026-04-13T13:56:58Z,@АрыстанЕрмаханбет,2026-04-13T13:58:16.656434
QF5YpZI1wnk,my faforite youtuber,0,2026-04-13T13:56:04Z,@NataliiaLehkun,2026-04-13T13:58:16.656437
QF5YpZI1wnk,12:13 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2026-04-13T13:55:51Z,@Alexander-x6r6e,2026-04-13T13:58:16.656441
QF5YpZI1wnk,AURA Mrbeast,0,2026-04-13T13:55:43Z,@NataliiaLehkun,2026-04-13T13:58:16.656444
QF5YpZI1wnk,rest in peace,0,2026-04-13T13:55:40Z,@DoloresArmenta-vr9bn,2026-04-13T13:58:16.656447
QF5YpZI1wnk,13:45 six seven,1,2026-04-13T13:53:13Z,@Krudi_rbx,2026-04-13T13:58:16.656450
QF5YpZI1wnk,ถ้าจะจิ้นจิ้นได้มะ,0,2026-04-13T13:50:37Z,@Thanida-h4q9z,2026-04-13T13:58:16.656453
QF5YpZI1wnk,21:31 why don’t he loop back around to the water? It would have expanded enough for him to be safe from the endermen,0,2026-04-13T13:49:43Z,@IsaacMecham,2026-04-13T13:58:16.656456
QF5YpZI1wnk,8:50 Эндермены = Медузы Горгоны,0,2026-04-13T13:49:32Z,@Alexander-x6r6e,2026-04-13T13:58:16.656459
QF5YpZI1wnk,w chandler,0,2026-04-13T13:49:20Z,@EmirMuhsin-y7s,2026-04-13T13:58:16.656462
QF5YpZI1wnk,Ha I'm your old subscriber ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ 0:27 ❤❤❤❤❤❤❤❤❤❤❤❤❤ 0:32 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2026-04-13T13:49:19Z,@vansh777gaming11,2026-04-13T13:58:16.656464
QF5YpZI1wnk,Viral by design. Genuine by accident.,0,2026-04-13T13:47:44Z,@thefayceoff,2026-04-13T13:58:16.656466
QF5YpZI1wnk,7:50 😂😂😂😂😂,0,2026-04-13T13:47:40Z,@Alexander-x6r6e,2026-04-13T13:58:16.656469
QF5YpZI1wnk,МР. Бист почему майонез и горчитца,0,2026-04-13T13:46:02Z,@АлександраТерехина-н9ц,2026-04-13T13:58:16.656472
QF5YpZI1wnk,6:59 А разве это не стронгхолд?,0,2026-04-13T13:45:58Z,@Alexander-x6r6e,2026-04-13T13:58:16.656476
QF5YpZI1wnk,Нууубы!,0,2026-04-13T13:43:35Z,@mc_a_hero_royale3018,2026-04-13T13:58:16.656479
QF5YpZI1wnk,13:46,0,2026-04-13T13:43:32Z,@Metasit-c4g,2026-04-13T13:58:16.656482
QF5YpZI1wnk,4:20 Я думал он всё. Не играет,0,2026-04-13T13:43:23Z,@Alexander-x6r6e,2026-04-13T13:58:16.656487
QF5YpZI1wnk,Vote for part 2 please,0,2026-04-13T13:42:54Z,@daoodjunejo4062,2026-04-13T13:58:16.656490
QF5YpZI1wnk,Plis main sama willie salim,0,2026-04-13T13:42:19Z,@rifzuqi4099,2026-04-13T13:58:16.656494
QF5YpZI1wnk,Yo,0,2026-04-13T13:42:05Z,@KerlyObaco,2026-04-13T13:58:16.656497
QF5YpZI1wnk,Интерестно появится ли на канале биста  Warcraft 3    или Qwake 3? Вероятность этого равна 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001%!😁🤣😁😁🤣🤣🤣😁🤣,0,2026-04-13T13:41:46Z,@SpektralSergey_bez228,2026-04-13T13:58:16.656500
QF5YpZI1wnk,14:08 Day what? Six... seven?,0,2026-04-13T13:40:16Z,@TiagoOliveira-n9w,2026-04-13T13:58:16.656504
QF5YpZI1wnk,"I'm your korean fan! I like you video very much,But this video displayed only a 1 day,so i can't here korean voice!
So I'll wait for Korean voice! And it's surprise that this video had 20M(as i know) in only 1 day!",0,2026-04-13T13:38:44Z,@hoola77777,2026-04-13T13:58:16.656507
QF5YpZI1wnk,But brother these game is not real these is fake,0,2026-04-13T13:38:30Z,@WasifHusainkhan-w7h,2026-04-13T13:58:16.656510
QF5YpZI1wnk,If they did not sleep they have extra night time.,0,2026-04-13T13:38:08Z,@Edelovee,2026-04-13T13:58:16.656513
QF5YpZI1wnk,14:22  67,0,2026-04-13T13:36:58Z,@Ffghuyt-m5k,2026-04-13T13:58:16.656519
QF5YpZI1wnk,Bro tamil dub plzzzzzzzzzzzz😢,1,2026-04-13T13:36:24Z,@BROX_SHINCHAN,2026-04-13T13:58:16.656523
QF5YpZI1wnk,Mr Bean videos dubbing Malayalam please❤,0,2026-04-13T13:35:20Z,@Abhiram.mAbhiram.m,2026-04-13T13:58:16.656527
QF5YpZI1wnk,One day views 💀☠️,0,2026-04-13T13:34:09Z,@Kureshisaidbhai,2026-04-13T13:58:16.656531
QF5YpZI1wnk,Jimmy please dubbing in tamil,0,2026-04-13T13:33:41Z,@HASEENABANU-g3f,2026-04-13T13:58:16.656533
QF5YpZI1wnk,Yo pls get caseoh in one of your vids,0,2026-04-13T13:33:41Z,@miguelvargas206,2026-04-13T13:58:16.656537
QF5YpZI1wnk,3:57 Why you use block Instead of slab,0,2026-04-13T13:32:43Z,@AHMED-z1k1z,2026-04-13T13:58:16.656541
QF5YpZI1wnk,Day 67 😃,0,2026-04-13T13:32:27Z,@SmxGamer420,2026-04-13T13:58:16.656544
QF5YpZI1wnk,Chandler MVP,0,2026-04-13T13:32:18Z,@INFO_BIMASAKTI,2026-04-13T13:58:16.656547
QF5YpZI1wnk,Чендлер мясом добывать алмаз😂😂😂,0,2026-04-13T13:32:00Z,@MrSteve-zz8bt,2026-04-13T13:58:16.656551
QF5YpZI1wnk,"7:52 she jush.shocked be cause mr beats she is adopt after in
9:37 hes cry 😂😂😂",0,2026-04-13T13:31:30Z,@Clark-1oc,2026-04-13T13:58:16.656554
QF5YpZI1wnk,14:00 - 67🔥,0,2026-04-13T13:31:26Z,@DiMa2-q3x,2026-04-13T13:58:16.656556
QF5YpZI1wnk,is prime jimmy back?,0,2026-04-13T13:29:21Z,@HieuMinh-hn2xf,2026-04-13T13:58:16.656559
QF5YpZI1wnk,Có người Việt Nam nào ở đây không ? 🇻🇳,0,2026-04-13T13:27:58Z,@Vô_tri_Vl,2026-04-13T13:58:16.656562
QF5YpZI1wnk,like abone  olun,0,2026-04-13T13:27:38Z,@keremgulcicek2953,2026-04-13T13:58:16.656565
QF5YpZI1wnk,Glad to see you listened to the community Jimmy! This was a great video and huge step in the right direction for your channels!,1,2026-04-13T13:27:25Z,@SamFudimBeale,2026-04-13T13:58:16.656567
QF5YpZI1wnk,Day sixx sevennn!,0,2026-04-13T13:27:02Z,@damlavolkansimsek3764,2026-04-13T13:58:16.656569
QF5YpZI1wnk,Nice clickbait man,0,2026-04-13T13:26:23Z,@HalaMadridplayz,2026-04-13T13:58:16.656571
QF5YpZI1wnk,it's actually cool that darius joined the team lol,1,2026-04-13T13:24:35Z,@mushtertots,2026-04-13T13:58:16.656575
QF5YpZI1wnk,You can call Techno Gamer as your beast game and play Minecraft,1,2026-04-13T13:24:07Z,@MurtazaloharKing,2026-04-13T13:58:16.656590
QF5YpZI1wnk,Check my comments please 😢😢😢,1,2026-04-13T13:23:46Z,@MurtazaloharKing,2026-04-13T13:58:16.656593
QF5YpZI1wnk,I AM FROM INDIA,0,2026-04-13T13:23:26Z,@MurtazaloharKing,2026-04-13T13:58:16.656596
osRux8BMBvI,गर्दा उड़ा रहे है आप सब ❤❤❤ एक एक कॉमेंट करते जाइए,858,2026-04-12T05:14:03Z,@Annapurna_Films,2026-04-13T13:58:16.973062
